Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
N88LV,E50P,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 08:49:00,2017-02-06 09:37:00,0:48
AAL244,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 08:50:00,2017-02-06 13:14:00,2:23
DAL1813,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 08:52:00,2017-02-06 09:33:00,1:41
SKW3401,E75L,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-06 08:52:00,2017-02-06 10:02:00,1:10
UAL1744,A320,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 08:53:00,2017-02-06 09:59:00,1:06
SWA1388,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 08:54:00,2017-02-06 10:05:00,2:11
N250DK,BE20,KSNA,John Wayne,"Santa Ana, CA",MMLM,Federal del Valle del Fuerte Int'l,"Los Mochis, Sinaloa",2017-02-06 08:55:00,2017-02-06 12:15:00,2:20
SWA1413,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 08:57:00,2017-02-06 09:43:00,0:46
AAL2431,B738,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 08:57:00,2017-02-06 09:08:00,1:10
BLK18,GLF4,L 37.95911 -107.93184,"Telluride, CO","Telluride, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 08:59:00,2017-02-06 09:40:00,1:41
BLK14,C680,KSHV,Shreveport Rgnl,"Shreveport, LA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:02:00,2017-02-06 10:41:00,3:39
UAL45,A320,KSNA,John Wayne,"Santa Ana, CA",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 09:03:00,2017-02-06 13:37:00,2:34
JTL212,C56X,KMSO,Missoula Montana,"Missoula, MT",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:06:00,2017-02-06 10:37:00,2:31
UAL1638,B737,KIAH,Houston Bush Int'ctl,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:08:00,2017-02-06 10:39:00,3:31
SWA873,B737,KHOU,William P Hobby,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:11:00,2017-02-06 10:44:00,3:33
SWA1533,B737,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:15:00,2017-02-06 10:17:00,1:01
SWA1724,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:15:00,2017-02-06 10:02:00,0:47
SBE88,C680,KSNA,John Wayne,"Santa Ana, CA",KHMT,Hemet-Ryan,"Hemet, CA",2017-02-06 09:15:00,2017-02-06 09:44:00,0:29
N511TP,C510,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:16:00,2017-02-06 10:18:00,2:02
BLK20,F900,KSTS,Schulz-Sonoma County,"Santa Rosa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:16:00,2017-02-06 10:20:00,1:03
N910VP,C750,KSNA,John Wayne,"Santa Ana, CA",KTEB,Teterboro,"Teterboro, NJ",2017-02-06 09:17:00,2017-02-06 16:23:00,4:06
N746PC,C56X,KMHR,Sacramento Mather,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:20:00,2017-02-06 10:33:00,1:13
EJA368,C680,KTWF,Magic Valley Rgnl,"Twin Falls, ID",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:22:00,2017-02-06 10:12:00,1:50
EJA644,C56X,KSNA,John Wayne,"Santa Ana, CA",KPSP,Palm Springs Intl,"Palm Springs, CA",2017-02-06 09:23:00,2017-02-06 09:49:00,0:26
JTL110,H25B,KSDL,Scottsdale,"Scottsdale, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:26:00,2017-02-06 09:37:00,1:11
BLK16,C560,KDWH,Hooks Mem,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:30:00,2017-02-06 11:28:00,3:58
UAL3,A320,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:31:00,2017-02-06 11:34:00,4:03
AAL2506,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:32:00,2017-02-06 10:48:00,3:15
RSP137,E50P,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:34:00,2017-02-06 10:31:00,0:57
SKW5809,CRJ7,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-06 09:35:00,2017-02-06 10:47:00,1:12
N579JS,E50P,L 36.00280 -115.22150,"Las Vegas, NV","Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:36:00,,n/a
SWA771,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:38:00,2017-02-06 10:34:00,0:56
BLK21,FA7X,KSNA,John Wayne,"Santa Ana, CA",KEGE,Eagle County,"Eagle, CO",2017-02-06 09:39:00,2017-02-06 12:14:00,1:35
SWA630,B737,KSNA,John Wayne,"Santa Ana, CA",MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",2017-02-06 09:44:00,2017-02-06 12:38:00,1:54
SWA4889,B737,KSNA,John Wayne,"Santa Ana, CA",KSMF,Sacramento Intl,"Sacramento, CA",2017-02-06 09:47:00,2017-02-06 11:07:00,1:20
LXJ439,LJ45,KPSP,Palm Springs Intl,"Palm Springs, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 09:54:00,2017-02-06 10:23:00,0:29
FFT269,A320,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:07:00,2017-02-06 11:25:00,2:18
N796JH,LJ45,KSNA,John Wayne,"Santa Ana, CA",KTME,Houston Exec,"Houston, TX",2017-02-06 10:07:00,2017-02-06 14:40:00,2:32
N871EU,B350,KLGB,Daugherty Field,"Long Beach, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:13:00,2017-02-06 10:26:00,0:13
ASA587,B738,KSNA,John Wayne,"Santa Ana, CA",KPDX,Portland Intl,"Portland, OR",2017-02-06 10:14:00,2017-02-06 12:29:00,2:15
N96808,C172,KSNA,John Wayne,"Santa Ana, CA",KFUL,Fullerton Muni,"Fullerton, CA",2017-02-06 10:17:00,2017-02-06 10:37:00,0:20
BLK22,GLF4,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:17:00,2017-02-06 11:06:00,0:49
AAL2399,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 10:22:00,2017-02-06 12:09:00,0:47
DAL1099,A319,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:23:00,2017-02-06 12:14:00,3:51
KFB686,PC12,KSNA,John Wayne,"Santa Ana, CA",KHND,Henderson Exec,"Las Vegas, NV",2017-02-06 10:25:00,2017-02-06 11:22:00,0:57
DAL1757,B752,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:26:00,2017-02-06 12:01:00,4:35
BLK18,GLF4,KSNA,John Wayne,"Santa Ana, CA",L 37.94790 -107.88400,"Telluride, CO","Telluride, CO",2017-02-06 10:32:00,,n/a
SWA4614,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-06 10:34:00,2017-02-06 11:40:00,1:06
AAL1232,B738,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:34:00,2017-02-06 12:47:00,4:13
AAL1298,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 10:36:00,2017-02-06 14:56:00,2:20
DAL1813,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-06 10:40:00,2017-02-06 13:08:00,1:28
UAL1402,A320,KSNA,John Wayne,"Santa Ana, CA",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-06 10:43:00,2017-02-06 15:58:00,3:15
BLK25,FA50,KSNA,John Wayne,"Santa Ana, CA",MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",2017-02-06 10:46:00,2017-02-06 13:38:00,1:51
BLK26,,KSTS,Schulz-Sonoma County,"Santa Rosa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:47:00,2017-02-06 11:48:00,1:01
SWA3218,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 10:52:00,2017-02-06 12:39:00,0:47
SWA1388,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-06 10:59:00,2017-02-06 12:03:00,1:04
SWA3234,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 10:59:00,2017-02-06 11:08:00,1:08
N891FV,C560,KHND,Henderson Exec,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:01:00,2017-02-06 11:51:00,0:50
BLK20,F900,KSNA,John Wayne,"Santa Ana, CA",KSTS,Schulz-Sonoma County,"Santa Rosa, CA",2017-02-06 11:01:00,2017-02-06 12:11:00,1:09
SWA3132,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:05:00,2017-02-06 12:13:00,1:07
AAL1560,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:08:00,2017-02-06 12:16:00,3:07
N562LD,C56X,KSDM,Brown Fld Muni,"San Diego, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:11:00,2017-02-06 11:41:00,0:30
JTL212,C56X,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-06 11:13:00,2017-02-06 13:04:00,0:51
SWA1531,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:13:00,2017-02-06 12:18:00,1:04
N300LV,CL30,KRNO,Reno/Tahoe Intl,"Reno, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:14:00,2017-02-06 12:23:00,1:09
CPZ5757,E170,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:20:00,2017-02-06 13:29:00,2:09
SWA772,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-06 11:21:00,2017-02-06 12:22:00,1:01
SWA1760,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:24:00,2017-02-06 12:44:00,2:19
UAL1106,B737,KSNA,John Wayne,"Santa Ana, CA",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 11:28:00,2017-02-06 16:01:00,2:33
DAL1603,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:29:00,2017-02-06 12:07:00,1:38
SWA763,B737,KSNA,John Wayne,"Santa Ana, CA",MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",2017-02-06 11:31:00,2017-02-06 15:55:00,2:24
SWA873,B737,KSNA,John Wayne,"Santa Ana, CA",KSMF,Sacramento Intl,"Sacramento, CA",2017-02-06 11:33:00,2017-02-06 12:47:00,1:14
ASA214,B738,KSNA,John Wayne,"Santa Ana, CA",MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",2017-02-06 11:35:00,2017-02-06 14:29:00,1:54
BLK27,BE20,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 11:36:00,2017-02-06 12:31:00,0:55
JTL110,H25B,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-06 11:38:00,2017-02-06 13:29:00,0:50
N525KH,C25M,KPUB,Pueblo Meml,"Pueblo, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:39:00,2017-02-06 13:07:00,2:28
SWA4075,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:40:00,2017-02-06 12:38:00,0:58
N746PC,C56X,KSNA,John Wayne,"Santa Ana, CA",KLVK,Livermore Muni,"Livermore, CA",2017-02-06 11:45:00,2017-02-06 12:58:00,1:13
EJA368,C680,KSNA,John Wayne,"Santa Ana, CA",KAPA,Centennial,"Denver, CO",2017-02-06 11:46:00,2017-02-06 14:36:00,1:50
ASA527,B737,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-06 11:48:00,2017-02-06 14:23:00,2:35
QXE2251,DH8D,KRNO,Reno/Tahoe Intl,"Reno, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 11:50:00,2017-02-06 13:13:00,1:22
BLK22,GLF4,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 11:56:00,2017-02-06 12:42:00,0:46
RSP881,E50P,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-06 11:57:00,2017-02-06 13:09:00,1:12
AAL2193,B738,KSNA,John Wayne,"Santa Ana, CA",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-06 11:59:00,2017-02-06 17:40:00,3:40
SWA3221,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 12:02:00,2017-02-06 12:45:00,0:43
N562LD,C56X,KSNA,John Wayne,"Santa Ana, CA",KLGB,Daugherty Field,"Long Beach, CA",2017-02-06 12:05:00,2017-02-06 12:17:00,0:12
SWA314,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:09:00,2017-02-06 12:51:00,0:41
N185SD,,L 33.81862 -118.10540,"Long Beach, CA","Long Beach, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:11:00,2017-02-06 12:20:00,0:09
UAL403,B738,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:12:00,2017-02-06 13:16:00,2:04
N889SH,C501,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-06 12:17:00,2017-02-06 13:38:00,1:20
SWA1889,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:17:00,2017-02-06 13:20:00,1:03
ASA580,B737,KPDX,Portland Intl,"Portland, OR",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:18:00,2017-02-06 14:19:00,2:01
SWA1547,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:30:00,2017-02-06 12:40:00,1:10
FFT264,A320,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-06 12:30:00,2017-02-06 15:16:00,1:46
BLK24,GLF4,KHOU,William P Hobby,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:33:00,2017-02-06 13:51:00,3:18
BLK28,FA50,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:37:00,2017-02-06 13:34:00,0:57
BLK29,PC12,KHND,Henderson Exec,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:41:00,2017-02-06 13:49:00,1:08
SWA1247,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:41:00,2017-02-06 13:40:00,0:59
UAL3,A320,KSNA,John Wayne,"Santa Ana, CA",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 12:42:00,2017-02-06 17:15:00,2:33
AAL1599,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:45:00,2017-02-06 13:43:00,2:58
N1129K,C172,KSNA,John Wayne,"Santa Ana, CA",KONT,Ontario Intl,"Ontario, CA",2017-02-06 12:45:00,2017-02-06 13:12:00,0:27
EJA643,C56X,KPUB,Pueblo Meml,"Pueblo, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:46:00,2017-02-06 14:01:00,2:15
N300LV,CL30,KSNA,John Wayne,"Santa Ana, CA",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 12:49:00,2017-02-06 17:14:00,2:25
SWA455,B737,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:51:00,2017-02-06 13:57:00,1:05
UAL298,A320,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-06 12:52:00,2017-02-06 13:57:00,1:05
BLK27,BE20,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:56:00,2017-02-06 14:21:00,1:25
N982RA,BE20,KFMN,Four Corners Rgnl,"Farmington, NM",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:59:00,2017-02-06 14:26:00,2:27
AAL1456,B738,KONT,Ontario Intl,"Ontario, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 12:59:00,2017-02-06 13:09:00,0:09
SWA3150,B737,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-06 13:02:00,2017-02-06 15:47:00,1:45
N943RB,PA46,KFAT,Fresno Yosemite Intl,"Fresno, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:03:00,2017-02-06 14:24:00,1:21
BLK30,ASTR ,KSDM,Brown Fld Muni,"San Diego, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:05:00,2017-02-06 13:36:00,0:31
SWA1531,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 13:09:00,2017-02-06 14:56:00,0:47
SWA4143,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:09:00,2017-02-06 14:15:00,2:06
N900BA,BE30,KVNY,Van Nuys,"Van Nuys, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:19:00,2017-02-06 13:37:00,0:17
DAL1099,A319,KSNA,John Wayne,"Santa Ana, CA",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",2017-02-06 13:21:00,2017-02-06 18:33:00,3:12
BLK23,F2TH,KMMU,Morristown Muni,"Morristown, NJ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:23:00,2017-02-06 16:14:00,5:50
AAL1278,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 13:23:00,2017-02-06 17:51:00,2:28
N14231,B738,L 36.37499 -114.03930,"St George, UT","St George, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:27:00,,n/a
SWA4075,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 13:28:00,2017-02-06 14:14:00,0:45
N1129K,C172,KONT,Ontario Intl,"Ontario, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:30:00,2017-02-06 13:54:00,0:24
BLK12,GLF5,KSNA,John Wayne,"Santa Ana, CA",KGRR,Gerald R Ford Intl,"Grand Rapids, MI",2017-02-06 13:30:00,2017-02-06 19:45:00,3:14
DAL1757,B752,KSNA,John Wayne,"Santa Ana, CA",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-06 13:32:00,2017-02-06 20:16:00,3:44
BLK32,F2TH,KMHR,Sacramento Mather,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:33:00,2017-02-06 14:37:00,1:04
GAJ875,B350,KMRY,Monterey Rgnl,"Monterey, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:33:00,2017-02-06 14:41:00,1:08
DAL1603,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-06 13:35:00,2017-02-06 16:03:00,1:28
SWA1547,B737,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-06 13:39:00,2017-02-06 14:45:00,1:06
SWA314,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-06 13:42:00,2017-02-06 14:47:00,1:05
SWA4641,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:44:00,2017-02-06 14:56:00,1:12
UAL2012,B737,KSNA,John Wayne,"Santa Ana, CA",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-06 13:50:00,2017-02-06 19:17:00,3:27
SWA1760,B737,KSNA,John Wayne,"Santa Ana, CA",KSMF,Sacramento Intl,"Sacramento, CA",2017-02-06 13:53:00,2017-02-06 15:09:00,1:16
XOJ550,CL30,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 13:53:00,2017-02-06 14:50:00,0:57
SKW3402,E75L,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:04:00,2017-02-06 15:09:00,1:05
SWA631,B737,MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:05:00,2017-02-06 15:19:00,2:13
N828VV,PC12,KMOD,Modesto City,"Modesto, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:08:00,2017-02-06 15:27:00,1:19
WJA1754,B737,CYVR,Vancouver Int'l,"Vancouver, British Columbia",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:10:00,2017-02-06 16:41:00,2:31
AAL1119,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:10:00,2017-02-06 15:11:00,3:01
AAL1456,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 14:10:00,2017-02-06 18:26:00,2:16
AAL1168,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 14:11:00,2017-02-06 16:03:00,0:52
QXE2312,DH8D,KSNA,John Wayne,"Santa Ana, CA",KSTS,Schulz-Sonoma County,"Santa Rosa, CA",2017-02-06 14:13:00,2017-02-06 15:40:00,1:27
WCC49,B350,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:13:00,2017-02-06 15:16:00,1:03
WSN1,B350,KBIH,Bishop,"Bishop, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:18:00,2017-02-06 15:30:00,1:12
UAL1130,A320,KIAH,Houston Bush Int'ctl,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:24:00,2017-02-06 15:33:00,3:09
N826DD,C182,KSBP,San Luis County Rgnl,"San Luis Obispo, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:26:00,2017-02-06 15:44:00,1:18
SWA1691,B737,KSNA,John Wayne,"Santa Ana, CA",KHOU,William P Hobby,"Houston, TX",2017-02-06 14:27:00,2017-02-06 19:06:00,2:39
UAL265,B738,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-06 14:29:00,2017-02-06 17:15:00,1:46
BLK31,C650,KSDL,Scottsdale,"Scottsdale, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:29:00,2017-02-06 14:33:00,1:04
BLK35,G280,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-06 14:30:00,2017-02-06 16:19:00,0:48
BLK36,GALX ,KPSP,Palm Springs Intl,"Palm Springs, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:34:00,2017-02-06 14:57:00,0:23
N49WC,B350,L 35.07460 -115.88420,"Fort Irwin/Barstow, CA","Fort Irwin/Barstow, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:35:00,2017-02-06 15:14:00,0:39
BLK33,C510,KSDL,Scottsdale,"Scottsdale, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:36:00,2017-02-06 14:52:00,1:16
N448QS,GLF4,KAPC,Napa County,"Napa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:36:00,2017-02-06 15:36:00,1:00
SWA464,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:39:00,2017-02-06 15:23:00,0:44
SWA1247,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 14:39:00,2017-02-06 16:31:00,0:52
CPZ5757,E170,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-06 14:44:00,2017-02-06 17:19:00,2:35
AAL1599,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 14:46:00,2017-02-06 19:16:00,2:30
WCC73,B350,KSNA,John Wayne,"Santa Ana, CA",KMRY,Monterey Rgnl,"Monterey, CA",2017-02-06 14:48:00,2017-02-06 16:04:00,1:16
GAJ827,B350,KSTS,Schulz-Sonoma County,"Santa Rosa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:50:00,2017-02-06 16:22:00,1:32
SWA3166,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-06 14:52:00,2017-02-06 15:55:00,1:02
SWA575,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:57:00,2017-02-06 15:59:00,1:02
EJA762,CL35,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-06 14:58:00,2017-02-06 15:40:00,0:42
